日期,农林牧渔,基础化工,钢铁,有色金属,电子,家用电器,食品饮料,纺织服饰,轻工制造,医药生物,公用事业,交通运输,房地产,商贸零售,社会服务,综合,建筑材料,建筑装饰,电力设备,国防军工,计算机,传媒,通信,银行,非银金融,汽车,机械设备,煤炭,石油石化,环保,美容护理
2013-01-24,1686.73,1773.04,1913.65,3341.91,1245.34,2264.21,5075.19,1518.17,1360.33,3903.24,1681.58,1568.34,2848.68,2737.82,2464.75,1507.42,3435.19,1720.12,2670.53,846.47,1496.7,434.5,1079.99,2491.97,1135.06,2534.54,884.36,2898.99,1922.24,1557.74,3851.38
2013-01-25,1681.99,1776.88,1896.11,3353.62,1241.33,2272.25,4981.57,1510.39,1359.77,3985.08,1685.55,1562.17,2799.96,2726.79,2460.19,1501.71,3459.17,1720.92,2674.19,820.84,1491.03,440.21,1079.81,2485,1111.42,2571.47,880.66,2895.03,1915.62,1564.79,3917.53
2013-01-28,1716.08,1820.72,1923.97,3423.01,1268.94,2332.86,4904.5,1541.93,1388.42,4090.61,1711.93,1596.39,2895.93,2783.83,2516.52,1538.84,3624.71,1756.12,2727.85,851.47,1522.17,449.06,1106.8,2614.02,1159.47,2663.76,906.41,2969.05,1960.56,1600.39,3937.51
2013-01-29,1730.53,1837.55,1923.01,3463.02,1286.66,2343.42,4933.35,1556.76,1404.72,4090.72,1720.99,1603.54,2912.92,2787.23,2527.13,1545.64,3650.49,1764.63,2740.74,855.88,1533.74,452.79,1118.92,2648.98,1189.56,2663.48,913.83,3016.99,1964.66,1611.15,3969.14
2013-01-30,1722.2,1840.82,1935.49,3446.75,1286.4,2336.92,4970.68,1576.45,1404.87,4075.08,1717.8,1618.74,2981.91,2803.88,2544.07,1565.04,3639.42,1758.63,2735.32,867.92,1543.21,450.71,1121.16,2654.92,1204.71,2672.79,912.59,3028.85,1976.24,1604.57,3931.14
2013-01-31,1720.03,1839.42,1919.38,3516.22,1269.48,2327.8,4920.05,1561.87,1402.41,4050.61,1747.26,1614.64,2864.87,2804.56,2532.96,1566.85,3598.54,1750.98,2734.89,847.79,1524.95,449.66,1115.04,2666.77,1211.38,2674.14,911.64,3051.33,1973.4,1620.12,3958.49
2013-02-01,1739.49,1852.41,1921.06,3495.68,1275.24,2340.19,4982.11,1573.89,1400.8,4054.43,1760.21,1620.51,2871.68,2829.44,2543.89,1584.95,3681.23,1765.77,2744.23,853.08,1530.41,453.89,1120.63,2780.73,1275.55,2707.06,925.33,3064.95,1990.4,1635.64,3947.01
2013-02-04,1693.43,1847.88,1951.07,3544.62,1264.08,2304.21,4910.65,1562.38,1389.51,3965.19,1746.67,1622.05,2855.86,2840.83,2554.61,1561.75,3689.72,1764.44,2723.71,853.78,1503.07,449.78,1110.65,2799.02,1271.74,2736.29,920.73,3181.86,1984.79,1614.37,3995.65
2013-02-05,1710.18,1861,1969.78,3552.07,1276.31,2318.14,5105.65,1574.75,1397.51,4034.24,1760.94,1641.09,2936.52,2858.63,2573.55,1586.47,3734.75,1828.63,2742.14,847.39,1527.52,455.53,1110.15,2773.13,1258.2,2757.35,942.62,3218.92,1972.29,1628.21,4148.85
2013-02-06,1719.26,1871.38,1961.89,3557.53,1289.49,2308.99,5085.89,1587.27,1405.27,4101.12,1758.32,1626.3,2902.32,2875.34,2581.34,1600.58,3726.93,1820.33,2762.17,854.38,1541.97,457.92,1112.48,2787.93,1287.6,2752.39,941.69,3178.66,1969.6,1641.55,4132.32
2013-02-07,1728.07,1885.63,1958.68,3553.91,1302.48,2326.66,5125.48,1599.05,1413.87,4135.13,1766.67,1624.2,2885.9,2871.11,2592.9,1593.22,3730.79,1839.11,2761.61,876.26,1557.56,463.31,1117.88,2684.45,1291.36,2772.45,946.3,3143.22,1995.27,1669.25,4175.37
2013-02-08,1748.99,1914.03,1972.44,3586.82,1323.47,2366.7,5161.65,1614.77,1432.01,4226.71,1781.47,1639.41,2909.19,2906.48,2626.96,1608.51,3775.68,1863.87,2802.5,875.78,1584.12,468.37,1138.68,2650.42,1287.11,2886.02,952.9,3157.47,2013.28,1692.42,4242.13
2013-02-18,1766.79,1923.99,1953.94,3509.15,1342.15,2355.87,5058.14,1620.86,1443.41,4245.59,1794.87,1651.63,2884.96,2883.65,2609.46,1625.9,3782.49,1867.39,2840.88,886.75,1598.27,475.23,1142.68,2637.79,1238.87,2914.76,953.19,3099.32,2026,1741.42,4230.38
2013-02-19,1741.85,1893.18,1919.74,3439.41,1330.88,2305.89,5039.97,1595.59,1427.47,4218.15,1765.54,1635.06,2774.88,2827.81,2570.71,1606.89,3619.05,1810.85,2807.07,866.23,1568.17,466.93,1124.06,2625.05,1213.02,2811.07,934.93,2987.26,2003.86,1720.13,4199.38
2013-02-20,1770.56,1921.37,1930.69,3464.15,1356.91,2337.33,5114.15,1622.5,1449.96,4403.82,1808.79,1640.69,2813.76,2876.95,2616.54,1631.26,3648.73,1834.44,2861.14,872.72,1598.37,480.37,1144.94,2590.93,1219.37,2853.15,948.56,3022.12,2021.39,1788.41,4263.87
2013-02-21,1743.29,1877.04,1879.66,3328.26,1331.6,2288.44,5139.53,1594.73,1420.5,4336.26,1779.66,1594.43,2763.65,2819.36,2571.14,1594.25,3524.1,1785.08,2800.53,848.69,1578.33,471.27,1133.54,2476.74,1162.37,2751.92,919,2882.55,1967.49,1781.22,4219.05
2013-02-22,1748.53,1866.57,1874.15,3359.05,1333.67,2263.63,5245.7,1589.44,1430.89,4280.01,1770.16,1586.21,2763.76,2818.83,2578.37,1594.25,3494.77,1772.95,2792.98,863.44,1573.02,480.87,1123.83,2440.28,1150.26,2696.45,915.75,2868.91,1966.96,1772.95,4194.64
2013-02-25,1780.17,1890.1,1871.59,3355.64,1352.06,2293.63,5181.14,1596.54,1435.99,4318.39,1813.67,1597.43,2738.3,2829.4,2587.05,1611.22,3535.15,1781.53,2823.56,865.87,1596.51,480.77,1129.56,2464.16,1158.97,2709.51,929.12,2871.39,1986.1,1866.91,4232.35
2013-02-26,1741.18,1860.33,1840.27,3298.58,1337.04,2266.64,5063.52,1567.01,1416.45,4304.59,1782.45,1569.34,2691.07,2775.84,2524.61,1590.97,3448.88,1740.78,2777.52,872.46,1588.26,482.11,1108.03,2459.41,1138.66,2676.1,914.94,2805.46,1958.06,1827.29,4144.55
2013-02-27,1731.38,1870,1862.22,3325.24,1333.29,2280.95,5032.85,1560.58,1429.22,4247.84,1781.85,1572.46,2759.93,2780.53,2504.18,1612.43,3473.61,1747.66,2772.01,891.26,1575.92,481.47,1112.71,2493.53,1166.32,2686.42,918.64,2839.02,1972.41,1831.02,4147.31
2013-02-28,1757.57,1909.38,1884.36,3396.92,1353.16,2335.37,5062.06,1595.95,1453.24,4307.84,1814.96,1605.98,2850.57,2825.89,2540.05,1644.92,3609.04,1793.83,2842.18,900.51,1605.87,494.26,1136.08,2600.38,1216.15,2764.12,939.35,2917.84,2009.81,1875.66,4207.09
2013-03-01,1769.98,1941.48,1881.18,3386.19,1377.13,2365.01,5069.36,1606.92,1463.88,4406.69,1849.21,1607.41,2841.32,2825.16,2557.62,1678.12,3643.23,1790.77,2883.46,913.82,1642.04,500.77,1153.08,2583.17,1209.24,2769.98,945.65,2883.25,2028.84,1956.49,4276.15
2013-03-04,1742.08,1888.44,1813.15,3262.27,1341.1,2281.29,5053.64,1548.82,1428.48,4345.86,1830.74,1562.13,2596.23,2732.07,2525.38,1631.82,3379.37,1684.88,2811.39,902.52,1605.36,488.7,1122.15,2429.9,1131.87,2642.56,907.32,2714.26,1979.55,1938.6,4196.98
2013-03-05,1770.08,1935.18,1833.08,3317.31,1393.24,2306.78,5163.32,1580.48,1455.59,4489.99,1864.02,1582.3,2607.89,2765.31,2585.64,1665.38,3420.49,1714.81,2867.1,909.87,1657.34,497.8,1145.57,2589.47,1180.71,2692.82,921,2744.59,2011.25,1978.44,4250.13
2013-03-06,1786.55,1967.98,1850.74,3341.87,1443.92,2335.59,5265.43,1604.46,1480.63,4558.26,1889.62,1610.18,2628.9,2812.71,2619.45,1676.19,3445.16,1731.53,2922.22,912.09,1703.25,512.05,1188.34,2617.2,1182.27,2719.47,929.29,2756.21,2024.7,1970.08,4279.7
2013-03-07,1760.65,1950.39,1848.21,3343.36,1418.83,2310.47,5308.74,1593.54,1472.76,4444.04,1862.49,1602.73,2644.4,2790.9,2617.36,1664.05,3437.98,1721.69,2891.95,880,1667.84,499.46,1179.76,2554.14,1157.54,2685.44,918.98,2811.82,2013.66,1890.14,4251.43
2013-03-08,1745.99,1934.39,1855.39,3324.04,1402.88,2310.67,5237.15,1585.15,1477.5,4374.85,1849.96,1594.87,2612.88,2785.65,2595.71,1652.95,3409.77,1714.69,2860.76,869.18,1638.61,496.21,1174.71,2559.63,1144.47,2695.76,912.57,2791.88,2019.93,1876.86,4225.5
2013-03-11,1743.43,1930.15,1834.49,3317.88,1403.94,2316.7,5207.8,1589.5,1483.59,4398.93,1852.98,1594.91,2636.78,2780.5,2620.57,1650.41,3378.6,1718.07,2867.64,874.71,1646.92,493.58,1181.74,2515.01,1134.34,2676.63,913.38,2755.04,2016.66,1902.39,4201.8
2013-03-12,1688.29,1888.06,1816.88,3272.99,1354.13,2268.56,5129.1,1552.41,1453.39,4269.36,1832.66,1565.59,2623.36,2723.51,2571.82,1610.46,3354.63,1692.65,2794.15,845.57,1594.59,476.96,1142.72,2458.12,1126.83,2631.59,898.41,2714.8,2004.67,1861.67,4105.24
2013-03-13,1657.43,1872.16,1802.29,3288.49,1349.6,2232.04,5121.83,1541.84,1443.11,4238.75,1805.35,1543.71,2574.65,2691.18,2533.58,1612,3288.57,1659.53,2779.55,829.75,1579.84,470.17,1127.73,2450.98,1104.46,2577.65,885.27,2718.9,2005.66,1830.48,4068.21
2013-03-14,1651.44,1882.29,1788.91,3251.1,1365.48,2251.97,5071.15,1541.2,1449.18,4304.19,1808.35,1540.41,2572.09,2699.47,2538.16,1611.73,3293.33,1671.29,2797.13,828.35,1594.35,474.85,1151.03,2463.63,1105.02,2593,885.44,2749.7,2016.06,1838.6,4206.36
2013-03-15,1650.1,1889.02,1790.49,3236.88,1370.61,2275.51,5040.79,1540.89,1440.68,4340,1817.51,1564.26,2531.25,2702.77,2555.18,1623.59,3259.25,1672.4,2805.39,837.48,1607.03,476.57,1168.78,2484.54,1101.58,2592,890.5,2722.57,2028.67,1863.35,4287.03
2013-03-18,1627.87,1856.32,1762.8,3140.93,1355.56,2249.03,4950.06,1515.84,1432.65,4313.43,1826.18,1540.41,2533.44,2668.38,2549.76,1617.41,3187.57,1625.08,2730.01,820.65,1596.57,479.37,1163.93,2455.97,1074.52,2549.39,879.67,2666.75,1990.29,1902.05,4262.18
2013-03-19,1630.93,1865.62,1766.91,3156.86,1354.78,2253.82,4908.72,1524.44,1429.96,4271.18,1845.6,1549.06,2598.89,2683.43,2556.76,1625.06,3278.76,1643.74,2719.97,827.11,1587.57,478.72,1166.1,2490.76,1089.73,2554.85,882.39,2690.87,2003.61,1884.12,4260.86
2013-03-20,1668.03,1908.69,1796.46,3231.53,1391.46,2329.13,5030.54,1558.07,1458.6,4370.52,1881.06,1579.05,2666.69,2740.51,2648.03,1662.8,3383.22,1691.13,2796.78,850.72,1628.64,489.07,1184.8,2617.99,1142.91,2657.2,905.12,2754.71,2033.81,1934.72,4361.28
2013-03-21,1684.48,1939.13,1809.2,3232.14,1421.12,2362.15,5034.44,1561.46,1472.85,4432.6,1913.27,1587.18,2647.83,2757.47,2665.79,1675.52,3384.98,1693.92,2826.74,862.63,1669.59,494.64,1198.45,2609.73,1142.93,2674.42,913.34,2752.94,2050.22,2009.55,4507.46
2013-03-22,1678.83,1948.95,1805.87,3241.19,1423.62,2372.46,5043.79,1571.07,1495.72,4465.74,1913.99,1598.15,2664.62,2778.23,2657.62,1667.87,3403.12,1693.71,2836.71,867.86,1677.69,493.25,1193.41,2612.8,1138.5,2665.88,913.27,2753.28,2071.53,1995.65,4480.73
2013-03-25,1677.64,1951.82,1848.08,3276.83,1429.06,2356.38,5050.75,1580.77,1496.56,4450.84,1917.92,1592.53,2678.91,2781.44,2663.58,1676.31,3390.09,1696.44,2830.43,863.26,1676,486.54,1180,2612.12,1121.89,2636.62,912.06,2744.62,2079.4,1996.82,4471.6
2013-03-26,1661.44,1942.28,1816.77,3210.32,1425.96,2349.28,5089.67,1588.9,1485.47,4458.6,1886.13,1576.87,2673.74,2758.5,2680.53,1659.81,3367.75,1676.02,2801.08,849.2,1678.09,487.03,1193.76,2541.13,1093.39,2616.75,899.35,2688.25,2039.26,1965.77,4500.79
2013-03-27,1663.45,1945.95,1821.02,3214.15,1429.01,2375.88,4994.68,1590.78,1481.02,4518.97,1891.9,1583.36,2687.51,2759.63,2652.93,1661.32,3383.72,1685.59,2802.58,860.17,1687.03,486.12,1191.75,2553.38,1101.08,2633.74,899.61,2685.13,2055.31,1968.37,4530.63
2013-03-28,1617.47,1900.95,1789.55,3130.91,1383.8,2340.26,4935.51,1547.43,1439.63,4468.35,1853.73,1549.8,2596.81,2690.08,2594.12,1597.44,3250.41,1646.67,2720.87,830.61,1645.04,475.11,1165.39,2385.41,1052.4,2580.86,872.65,2634.52,2015.38,1928.7,4539.29
2013-03-29,1620.35,1897.37,1775.6,3100.27,1399.39,2329.2,4909.22,1551.12,1444.29,4447.36,1850.11,1549.56,2591.37,2689.08,2609.01,1593.89,3255.01,1668.98,2714.05,824.19,1645.48,475.66,1161.72,2399.97,1048.35,2561.15,871.63,2621.86,2015.16,1908.28,4513.92
2013-04-01,1640.48,1905.8,1782.39,3071.54,1400.01,2382.77,4843.71,1555.65,1453.56,4480.89,1870.25,1547.97,2633.04,2688.64,2600.48,1599.78,3283.58,1669.64,2733.1,837.45,1665.37,479.71,1171.51,2389.05,1048.49,2559.34,872.05,2622.04,2018.45,1974.91,4448.27
2013-04-02,1637.25,1875.91,1790.37,3067.58,1359.13,2383.25,4781.57,1541.09,1436.23,4312.97,1853.15,1540.81,2663.88,2670.22,2545.29,1582.84,3327.55,1664.21,2697.06,823.37,1625.5,471.78,1161.37,2386.13,1053.34,2553.19,863.11,2618.77,1995.4,1927.7,4449.68
2013-04-03,1611.79,1857.33,1783.16,3062.15,1339.95,2401.74,4745.06,1514.78,1425.81,4330.69,1830.77,1526.65,2632.4,2647.48,2512,1572.97,3305.98,1649.25,2669.37,835.14,1611.1,467.55,1151.3,2405.11,1049.15,2514.36,857.22,2607.07,1978.02,1880.95,4419.58
2013-04-08,1606.79,1863.6,1770.77,3047.52,1368.21,2441.57,4788.36,1507.94,1419.97,4402.99,1832.2,1511.1,2599.02,2638.55,2454.22,1578.34,3334.59,1647.58,2667.44,845.76,1637.2,474.96,1161.53,2383.87,1033.63,2528.46,858.02,2552.53,1963.31,1903.45,4522.64
2013-04-09,1621.68,1875.89,1781.36,3095.71,1384.67,2464.06,4781.54,1522.7,1435.17,4324.23,1842.47,1526.42,2638.82,2662.32,2483.94,1595.08,3390.21,1668.16,2704.05,845.63,1649.91,479.57,1172.21,2393.88,1058.35,2576.8,865.02,2571.94,1958.38,1908.42,4454.88
2013-04-10,1609.11,1861.62,1784.94,3114.18,1376.08,2421.34,4890.5,1519.36,1436.14,4260.86,1825.27,1521.48,2638.41,2672.04,2471.22,1586.12,3363.14,1682.35,2706.4,849.96,1637.56,477.24,1165.7,2377.38,1053.07,2577.93,864.46,2607.95,1956.89,1874.62,4390.75
2013-04-11,1606.12,1856.07,1768.2,3068.12,1370.37,2407.01,4847.06,1514.57,1429.25,4257.27,1826.26,1517.3,2630.39,2652.87,2487.95,1585.26,3405.22,1685.26,2694.49,835.77,1626.31,474.83,1160.15,2383.15,1046.29,2613.85,863.23,2568.47,1957.62,1884.99,4395.96
2013-04-12,1582.48,1845.44,1755.46,3038.87,1362.22,2381.92,4905.29,1502.58,1419.19,4230.21,1807.47,1503.16,2620.39,2634.61,2466.53,1562.86,3352.95,1673.19,2680.52,821.56,1612.09,473.76,1143.99,2372.45,1031.79,2595.46,855.9,2549.39,1938.99,1851.73,4497.72
2013-04-15,1558.75,1814.24,1730.12,2930.76,1338.47,2389.91,4828.7,1483.66,1389.46,4209.82,1782.67,1488.9,2633.85,2600.27,2418,1532.74,3342.95,1665.66,2633.78,795.73,1580.36,468.85,1119.69,2367.74,1025.73,2562.84,838.08,2478.09,1904.96,1841.75,4494.93
2013-04-16,1561.35,1826.33,1737.42,2919.86,1358.57,2405.1,4805.21,1493.61,1405.15,4222.47,1788.78,1500.87,2730.92,2620.47,2449.4,1544.22,3400.22,1689.66,2659.49,802.8,1599.99,473.22,1128.23,2356.05,1059.84,2606.84,846.05,2485.66,1905.9,1872.61,4476.73
2013-04-17,1571.72,1843.42,1732.89,2912.1,1384.49,2442.12,4917.08,1499.71,1409.15,4310.05,1790.97,1505.82,2735.44,2626.3,2465.13,1545.68,3406.59,1693.86,2690,806.73,1634.76,484.56,1135.31,2318.11,1059.13,2618.87,848.03,2476.39,1903.84,1897.11,4571.32
2013-04-18,1573.8,1852.14,1726.8,2902.18,1393.73,2455.43,4890.34,1500.96,1425.37,4295.83,1804.75,1509.85,2735.91,2632.78,2470.25,1555.54,3387.6,1695.49,2693.5,806.39,1630.43,493.86,1144.32,2334.67,1069.1,2629.43,849.69,2477.03,1903.46,1933.68,4567.02
2013-04-19,1606.61,1893.86,1753.25,2982.56,1417.64,2499.19,4966.98,1531.06,1449.32,4372.53,1844.5,1535.97,2777.29,2686.06,2520.87,1591.01,3457.56,1734.33,2760.22,820.45,1662.41,502.11,1167.48,2443.68,1103,2689.54,869.62,2541.8,1947.14,1980.37,4573.19
2013-04-22,1616.39,1892.91,1758.3,2981.43,1438.27,2487.74,4897.81,1530.23,1455.63,4434.83,1847.96,1537.63,2735.23,2685.69,2515.76,1608.18,3462.73,1745.49,2783.24,826.87,1681.09,519.04,1191.21,2455.01,1092.2,2720.58,876.19,2529.82,1945.29,2003.46,4538.74
2013-04-23,1568.69,1835.95,1718.18,2899.22,1399.77,2413.43,4833.17,1492.61,1428.86,4322.58,1801.81,1501.16,2640.77,2615.25,2464.1,1560.08,3301.22,1690.74,2713.11,802.86,1641.02,509.2,1160.72,2375.69,1038.02,2642.21,849.11,2450.65,1896.92,1941.46,4456.82
2013-04-24,1594.64,1873.39,1737.37,2950.86,1445.24,2473.89,4856.12,1520.52,1455.95,4409.63,1831.07,1524.85,2671.47,2644.11,2504.93,1588.72,3340.69,1719.74,2772.03,811.52,1699.48,535.74,1217.13,2422.89,1069.29,2697.52,862.26,2484.2,1922.02,1980.89,4538.81
2013-04-25,1590.68,1834.81,1721.74,2932.82,1410.16,2447.8,4815.67,1498.67,1428.68,4374.55,1802.41,1501.75,2617.08,2603.86,2482.8,1566.34,3245.26,1693.07,2743.27,800.46,1663.28,523.55,1200.64,2393.74,1061.13,2650.54,847.47,2451.01,1910.78,1910.66,4511.6
2013-04-26,1559.42,1800.63,1712.07,2915.32,1369.21,2427.57,4731.82,1476.31,1411.24,4297.68,1770.94,1480.52,2606.73,2584.29,2430.87,1545.24,3205.43,1665.8,2698.63,774.47,1620.77,520.4,1172.99,2383.61,1054.56,2618.35,831.26,2415.89,1889.18,1841.81,4484.47
2013-05-02,1567.95,1802.76,1705.2,2851.46,1394.63,2441.37,4666.03,1475.5,1424.89,4345.93,1790.3,1474.23,2645.05,2576.08,2411.96,1545.08,3196.88,1673.49,2709.84,762.29,1638.58,537.27,1196.42,2397.66,1062.35,2612.51,830.74,2350.56,1877.86,1867.79,4661.14
2013-05-03,1588.25,1832.03,1724.59,2896.16,1429.41,2483.45,4729.85,1506.66,1454.18,4451.58,1823.63,1489.39,2683.8,2617.55,2446.01,1570.89,3248.32,1702.53,2757.92,777.13,1663.82,549.67,1217.16,2443.38,1092.15,2680.95,843.55,2369.58,1914.7,1913.33,4709.23
2013-05-06,1610.98,1858.39,1739.2,2983.48,1461.17,2510.16,4855.02,1528.19,1473.4,4509.8,1847.36,1502.28,2697.08,2660.68,2481.57,1597.32,3291.36,1732.35,2812.23,790.96,1704.03,562.15,1259.02,2464.33,1106.01,2742.02,856.16,2408.11,1934.23,1961.96,4710.58
2013-05-07,1606.79,1855.41,1745.81,3021.6,1453.89,2500.18,4941.74,1535.32,1482.84,4495.99,1873.94,1505.78,2726.29,2659.73,2491.48,1606.29,3322.25,1740.56,2815.31,793.49,1695.77,559.38,1253.42,2455.94,1093.46,2787.64,856.18,2438.24,1950.08,2001.4,4640.04
2013-05-08,1611.32,1868.45,1750.03,3018.02,1487.63,2502.04,4956.84,1545.18,1485.89,4585.01,1877.9,1515.08,2737.69,2661.39,2499.86,1619.64,3336.48,1753.39,2860.63,800.88,1722.65,579.29,1266.5,2462.83,1092.25,2833.09,864.44,2427.53,1964.25,2011.44,4710.29
2013-05-09,1614.53,1863.25,1734.67,3024.07,1498.49,2476.58,5010.51,1539.34,1474.53,4562.96,1883.71,1504.38,2697.81,2672.52,2483.06,1631.32,3271.48,1737.31,2873.74,808.78,1734.43,588.97,1276.55,2446,1083.47,2848.84,864.81,2368.56,1954.63,2048.51,4697.48
2013-05-10,1631.92,1876.85,1742.07,3026.3,1495.3,2504.56,5005.05,1550.54,1477.79,4567.56,1895.68,1514.38,2730.74,2694.28,2517.33,1657.73,3287.31,1752.5,2925.38,811.81,1736.25,581.19,1263.1,2463.18,1085.42,2882.52,875.3,2402.87,1969.06,2066.91,4673.68
2013-05-13,1650.02,1874.57,1745.78,3021.02,1524.07,2486.51,5013.95,1556.82,1475.84,4562.91,1898.15,1515.2,2712.24,2693.56,2521.05,1650.9,3285.55,1749.74,2934.94,844.49,1765.25,584.8,1284.05,2457.08,1068.99,2860.78,881.14,2387.63,1968.03,2066.95,4511.98
2013-05-14,1636.05,1852.93,1730.81,2982.49,1509.67,2440.92,4905.51,1542.76,1467.9,4519.08,1878.49,1501.12,2674.13,2663.47,2480.54,1637.05,3247.82,1726.01,2905.29,827.78,1732.27,573.38,1251.15,2435.13,1048.1,2810.46,869.57,2349,1944.07,2025.42,4486.33
2013-05-15,1649.67,1859.13,1730.98,2984.92,1571.42,2453.3,4958.55,1560.32,1476.19,4597.02,1900.46,1503.51,2686.88,2683.28,2508.96,1647.14,3266.78,1730.24,2979.03,842.34,1779.74,595.78,1267.7,2444.3,1049.95,2825.79,877.01,2340.87,1946.68,2089.16,4212.78
2013-05-16,1663.83,1875.69,1743.47,3002.47,1576.71,2484.66,4997.76,1572.67,1485.06,4618.25,1916.57,1513.56,2776.23,2708.64,2546.42,1661.25,3317.85,1759.6,3006.81,854.88,1793.36,606.39,1284.68,2491.37,1082.26,2858.56,886.11,2375.19,1965.08,2092.08,4310.29
2013-05-17,1686.07,1898.06,1763.91,3048.5,1619.49,2506.49,5063.84,1590.48,1500.27,4639.14,1942.65,1532.27,2853.22,2741.36,2565.41,1677.96,3389.84,1819.59,3064.1,864.95,1822.06,625.19,1304.6,2506.51,1097.71,2860.18,897.42,2482.12,1997.53,2113.07,4342.43
2013-05-20,1715.59,1926.13,1771.69,3090.58,1650.34,2565.01,5110.17,1611.96,1513.59,4530.37,1963.03,1545.2,2845.55,2770.37,2596.87,1696.53,3401.84,1843.73,3160.44,879.66,1873.9,646.21,1325.18,2542.44,1109.67,2898.43,914.49,2467.54,2031.02,2155.51,4219.3
2013-05-21,1720.78,1935.98,1775.75,3104.37,1695.94,2586.78,5078.9,1624.45,1526.39,4577,1985.27,1550.97,2873.81,2809.79,2597.88,1728.84,3434.31,1862.97,3208.16,905.9,1945.27,666.25,1335.38,2527.41,1106.01,2917.69,922.95,2480.01,2029.4,2215.12,4222.95
2013-05-22,1723.37,1918.96,1783.12,3105.34,1642.66,2568.87,5136.73,1615.36,1514.53,4569.85,1939.54,1547.86,2894.72,2807.35,2588.21,1729.72,3462.16,1843.32,3188.73,883.11,1896.29,648.67,1311.65,2541.53,1106.26,2945.43,913.63,2477.56,2014.68,2154.36,4266.32
2013-05-23,1712.02,1908.51,1775.65,3047.73,1655.35,2543.24,5107.26,1584.94,1502.61,4567.08,1914.2,1534.55,2866.19,2780.05,2551.99,1713.76,3389.15,1832.35,3175.78,895.61,1902.95,643.95,1299.2,2490.94,1082.87,2878.13,906.36,2422.43,2001.61,2145.25,4446.82
2013-05-24,1735.17,1934.81,1780.26,3083.71,1707.21,2546.92,5116.84,1597.03,1523.21,4636.74,1926.36,1547.53,2870.95,2800.8,2586.69,1732.72,3420.21,1847.53,3221.24,913.64,1945.28,661.79,1325.56,2497.7,1090.44,2905.79,922.01,2430.02,2030.92,2174.3,4476.62
2013-05-27,1762.42,1957.53,1770.61,3071.64,1725,2541.49,5127.95,1615.46,1550.82,4704.84,1950.95,1554.36,2867.58,2813.63,2594.18,1741.52,3418.69,1855.57,3266.92,912.19,1949.23,665.6,1337.74,2490.2,1099.79,2953.21,928.19,2402.43,2066.01,2235.1,4413.03
2013-05-28,1770.89,1959.69,1780.72,3123.61,1675.54,2558.13,5166.49,1627.3,1556.16,4718.08,1961.51,1569.59,2965.36,2841.35,2644.11,1738.33,3491.03,1874.23,3222.08,901.01,1905.09,643.54,1314.92,2550.41,1135.27,2969.2,928.54,2454.42,2078.68,2209.16,4378.03
2013-05-29,1779,1977.3,1783.69,3120.57,1694.55,2552.8,5175.81,1645.2,1556.7,4753.4,1975.35,1574.89,2979.13,2841.66,2691.68,1749.91,3515.5,1881.23,3227.51,917.25,1922.09,648.84,1313.46,2534.84,1123.83,3033.06,934.26,2433.63,2080.99,2224.08,4393.91
2013-05-30,1770.42,1971.95,1770.44,3104.05,1691.47,2532.01,5179.26,1639.33,1557.22,4821.44,1970.37,1591.73,2970.2,2836.06,2681.74,1749,3500.03,1874.58,3230.68,913.85,1932.29,647.92,1312.8,2522.88,1126.18,3011.1,936.17,2429.53,2065.78,2225.59,4364.72
2013-05-31,1759.19,1962.07,1758.18,3075.49,1661.74,2517.93,5099.89,1630.61,1551.96,4835.66,1967.59,1576.36,2911.2,2823.03,2673.02,1733.86,3457.88,1847.23,3203.29,898.42,1930.3,639.9,1310.29,2510.94,1110.16,2965.18,934.1,2411.74,2071.68,2258.26,4290.35
2013-06-03,1745.26,1945.48,1756.52,3051.08,1651.19,2512.72,5123.61,1628.67,1541.81,4802.68,1951.04,1578.36,2926.49,2816.85,2660.42,1730.68,3461.52,1830.76,3152.79,907.79,1900.56,632.98,1300.32,2496.26,1110.15,2942.54,927.32,2428.96,2055.8,2201,4316.8
2013-06-04,1704.66,1913.99,1729.29,3008.83,1607.55,2447.21,5064.18,1593.62,1524.52,4701.91,1923.16,1554.6,2884.21,2774.99,2599.59,1706.32,3380.13,1799.73,3106.17,895.96,1852.69,614.95,1268.08,2484.27,1087.87,2878.69,907.71,2381.01,2037.04,2161.66,4249.64
2013-06-05,1706.73,1916.39,1735.58,3020.02,1630.11,2447.42,5097.84,1597.55,1519.84,4722.19,1930.83,1537.75,2886.14,2784.72,2601.61,1719.65,3398.17,1800.13,3125.12,883.49,1866.84,622.81,1278.02,2450.35,1094.4,2883.91,912.12,2379.38,2043.81,2180.44,4217.64
2013-06-06,1692.89,1886.47,1715.31,2980.8,1600.24,2418.99,5054.64,1568.53,1489.44,4627.44,1901.92,1524.95,2816.12,2744.72,2566.11,1689.99,3345.46,1771.37,3068.91,875.21,1840.72,617.38,1259.27,2410.37,1081.28,2873.13,898.82,2367.79,2017.62,2126.27,4166.6
2013-06-07,1668.89,1858.33,1691.61,2921.05,1585.79,2374.94,4920.68,1536.36,1472.43,4557.35,1874.75,1500.52,2751.68,2688.17,2520.55,1657.14,3282.53,1740.42,3008.92,856.07,1825.53,613.46,1237.85,2392.87,1051.76,2812.23,884.54,2314.5,1988.78,2097.02,4117.65
